t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id
40535	bot-26	alpha	C46rb4412	score	-6.95	2.79	180	4.42	0.20	0.74	2	cover	squad-3	5	bot-13	bot-23
40535	bot-28	alpha	H36m-4220	score	-9.29	22.43	99	0.00	0.01		0		squad-3	6	bot-13	bot-19
40584	bot-13	alpha	S46rm2414	score	-2.62	9.75	18	0.04	0.00		0		squad-3	0	bot-13	bot-21
40584	bot-15	alpha	C46rb4412	score	2.37	10.00	76	4.46	0.90	3.48	3	cover	squad-3	1	bot-13	bot-23
40584	bot-20	alpha	S46mm2324	state+score+latches	-5.03	6.93	20	0.00	0.00		0		squad-3	4	bot-13	bot-21
40584	bot-24	alpha	C46rb431I	latches	-3.37	10.61	21	0.95	0.06	8.77	2	cover	squad-3	3	bot-13	bot-21
40650	bot-13	alpha	S45rm2414	score	-2.62	9.75	23	0.03	0.00		0		squad-3	0	bot-13	bot-21
40650	bot-15	alpha	C45rb4412	score	2.59	10.02	86	4.57	0.23	3.36	2	cover	squad-3	1	bot-13	bot-23
40650	bot-20	alpha	S45mm2324	score	-5.03	6.93	40	0.00	0.00		0		squad-3	4	bot-13	bot-21
40650	bot-21	bravo	E47rm212P	latches	-0.52	17.77	201	5.20	0.55	5.26	1	flee	squad-4	1	bot-19	bot-24
40650	bot-22	alpha	G45rm4312	score	-1.45	9.55	10	0.00	0.00		0		squad-3	2	bot-13	bot-21
40650	bot-24	alpha	C45rb4312	score+latches	-3.30	10.64	15	0.82	0.08	8.69	2	cover	squad-3	3	bot-13	bot-27
40650	bot-26	alpha	C45rb4412	score	-6.99	2.38	180	2.73	0.41	0.34	1	cover	squad-3	5	bot-13	bot-23
40650	bot-28	alpha	H35m-4220	score	-9.29	22.43	90	0.00	0.00		0		squad-3	6	bot-13	bot-19
40714	bot-15	alpha	C45rb4410	latches	2.39	10.02	73	1.96	0.21	6.22	7	cover	squad-3	1	bot-13	bot-23
40714	bot-26	alpha	G45rb4412	state	-6.99	2.38	180	2.73	0.00	0.34	1	cover	squad-3	5	bot-13	bot-23
40762	bot-15	alpha	C45rb4412	latches	2.17	10.04	61	4.52	0.22	6.33	7	cover	squad-3	1	bot-13	bot-23
40762	bot-27	bravo	P47mb4424	state+latches	-0.90	19.01	195	4.18	0.93	1.29	1	muzzleRecovery	squad-4	3	bot-19	bot-24
40808	bot-13	alpha	S45rm2410	latches	-2.62	9.75	32	0.01	0.00		0		squad-3	0	bot-13	bot-21
40808	bot-13	alpha	S44rm2410	score	-2.62	9.76	33	0.41	0.02	5.74	3	seek	squad-3	0	bot-13	bot-21
40808	bot-15	alpha	C44rb4412	score	1.96	10.06	49	4.57	0.21	6.45	7	cover	squad-3	1	bot-13	bot-23
40808	bot-20	alpha	S44mm2324	score	-5.04	6.92	33	0.00	0.02		0		squad-3	4	bot-13	bot-21
40808	bot-22	alpha	G44rm4312	score	-1.45	9.55	22	0.00	0.00		0		squad-3	2	bot-13	bot-21
40808	bot-23	bravo	E47rm3310	latches	3.00	20.81	213	0.00	0.31		0		squad-4	2	bot-19	bot-26
40808	bot-24	alpha	C44rb4312	score	-3.17	10.72	14	0.68	0.15	8.54	2	cover	squad-3	3	bot-13	bot-27
40808	bot-26	alpha	G44rb4412	score	-6.95	2.05	150	0.00	0.34		0		squad-3	5	bot-13	bot-23
40808	bot-28	alpha	H34m-4220	score	-9.29	22.43	78	0.00	0.00		0		squad-3	6	bot-13	bot-19
40851	bot-19	bravo	T47mm2320	state	2.09	20.26	128	5.97	1.73	0.65	1	medic	squad-4	0	bot-19	bot-24
40851	bot-20	alpha	S44mm2320	latches	-5.04	6.98	24	1.35	0.06	9.09	2	seek	squad-3	4	bot-13	bot-21
40851	bot-21	bravo	E47rm2129	latches	0.13	18.47	201	5.20	0.95	4.32	1	flee	squad-4	1	bot-19	bot-24
40851	bot-27	bravo	M47mb4420	state+latches	-1.27	19.09	219	0.00	0.38	1.52	0	muzzleRecovery	squad-4	3	bot-19	bot-24
40922	bot-13	alpha	S33r-2410	tier+score+element	-2.58	9.82	34	0.60	0.06	5.67	3	seek	squad-3	0	bot-13	bot-21
40922	bot-15	alpha	C33r-4412	tier+score+element	1.44	10.10	20	4.67	0.52	6.76	7	cover	squad-3	1	bot-13	bot-23
40922	bot-20	alpha	S33m-2320	tier+score+element	-5.04	7.09	9	1.36	0.11	8.98	2	seek	squad-3	4	bot-13	bot-21
40922	bot-22	alpha	C33r-4312	state+tier+score+element	-1.79	9.88	31	0.00	0.47		0		squad-3	2	bot-13	bot-21
40922	bot-24	alpha	C33r-4312	tier+score+element	-3.17	10.78	13	0.48	0.06	8.52	2	cover	squad-3	3	bot-13	bot-27
40922	bot-26	alpha	G33r-4412	tier+score+element	-6.96	2.05	127	0.13	0.01		0		squad-3	5	bot-13	bot-23
40922	bot-28	alpha	H33m-4220	score	-9.27	22.42	65	0.00	0.02		0		squad-3	6	bot-13	bot-19
40962	bot-22	alpha	G33r-4312	state	-1.76	9.87	36	1.34	0.03	0.44	1	cover	squad-3	2	bot-13	bot-21
40962	bot-27	bravo	M47mb3420	ammo	-1.20	19.11	193	0.05	0.08	1.50	0		squad-4	3	bot-19	bot-24
40962	bot-28	alpha	H33m-4320	health	-9.27	22.42	59	0.00	0.00		0		squad-3	6	bot-13	bot-19
41020	bot-24	alpha	A33r-4310	state+latches	-3.18	10.82	13	0.47	0.04	8.52	2	cover	squad-3	3	bot-13	bot-27
41139	bot-27	bravo	P47mb3424	state+latches	-0.69	19.27	196	4.11	0.53	1.28	1	muzzleRecovery	squad-4	3	bot-19	bot-24
41192	bot-27	bravo	M47mm342G	state+element+latches	-0.64	19.33	191	0.00	0.09	1.21	0	muzzleRecovery	squad-4	3	bot-19	bot-24
41243	bot-23	bravo	S47rm3314	state+latches	3.00	20.73	213	0.05	0.08		0		squad-4	2	bot-19	bot-26
41243	bot-24	alpha	A33r-431G	latches	-3.32	10.81	17	0.31	0.14		0		squad-3	3	bot-13	bot-27
41306	bot-24	alpha	C33r-431G	state	-3.33	10.80	17	0.21	0.01		0		squad-3	3	bot-13	bot-27
41355	bot-24	alpha	C33r-431I	latches	-3.31	10.79	21	0.30	0.02	4.24	3	cover	squad-3	3	bot-13	bot-27
41391	bot-19	bravo	T45mm2320	score	2.09	20.27	196	0.00	0.01	0.66	1	medic	squad-4	0	bot-19	bot-24
41391	bot-21	bravo	E45rm2129	score	1.26	21.02	201	5.36	2.79	1.65	1	flee	squad-4	1	bot-19	bot-24
41391	bot-23	bravo	S45rm3314	score	3.00	20.73	254	0.01	0.00		0		squad-4	2	bot-19	bot-26
41391	bot-27	bravo	M45mm3420	score+latches	-0.68	19.34	145	0.08	0.04	1.25	0		squad-4	3	bot-19	bot-24
41450	bot-24	alpha	C33r-4312	latches	-3.27	10.78	20	0.50	0.04	4.20	3	cover	squad-3	3	bot-13	bot-27
41497	bot-20	alpha	C33m-2320	state	-4.95	8.29	4	1.62	1.21	7.78	2	seek	squad-3	4	bot-13	bot-21
41537	bot-20	alpha	C33m-2322	latches	-4.95	8.05	26	1.87	0.25	8.50	2	cover	squad-3	4	bot-13	bot-21
41576	bot-23	bravo	S45rm3414	health	3.00	20.73	245	0.00	0.00		0		squad-4	2	bot-19	bot-26
41678	bot-28	alpha	S33m-4320	state	-9.27	22.42	90	0.00	0.01		0		squad-3	6	bot-13	bot-19
41717	bot-20	alpha	S33m-2320	state+latches	-4.95	7.59	63	3.08	0.46	8.04	2	cover	squad-3	4	bot-13	bot-21
41863	bot-22	alpha	C33r-4312	state	-1.71	9.85	349	0.00	0.05		0		squad-3	2	bot-13	bot-21
41898	bot-22	alpha	G33r-4312	state	-1.70	9.83	353	1.58	0.03	0.37	1	cover	squad-3	2	bot-13	bot-21
41937	bot-13	alpha	S33r-2410	tick	-2.21	10.31	33	0.56	0.61	5.06	3	seek	squad-3	0	bot-13	bot-21
41937	bot-15	alpha	C33r-4412	tick	-1.41	10.74	325	3.39	2.93	8.62	7	cover	squad-3	1	bot-13	bot-23
41937	bot-26	alpha	G33r-4412	tick	-6.95	2.05	20	0.00	0.01		0		squad-3	5	bot-13	bot-23
41937	bot-29	bravo	P00r-0410	initial	-10.45	-8.95	0	0.00			0			-1		
41937	bot-30	alpha	P00r-0410	initial	-6.95	8.05	0	0.00			0			-1		
41965	bot-29	bravo	P00r-4410	ammo	-10.45	-8.95	0	0.00	0.00		0		squad-5	0	bot-29	
41965	bot-30	alpha	C33r-4410	state+tier+score+ammo	-6.95	8.05	0	0.00	0.00		0		squad-6	0	bot-30	
42006	bot-19	bravo	T44mm2320	score	2.08	20.31	244	0.00	0.04	0.66	1	medic	squad-4	0	bot-19	bot-24
42006	bot-21	bravo	E44rm2129	score	2.18	21.93	201	1.11	1.29	0.39	1	flee	squad-4	1	bot-19	bot-24
42006	bot-23	bravo	S44rm3414	score	3.00	20.73	212	0.00	0.00		0		squad-4	2	bot-19	bot-26
42006	bot-27	bravo	M44mm3420	score	1.45	21.83	210	2.98	3.27	0.55	1	medic	squad-4	3	bot-19	bot-24
42006	bot-28	alpha	A33m-4320	state	-8.84	21.77	108	2.38	0.78	12.45	5	seek	squad-3	6	bot-13	bot-19
42006	bot-30	alpha	C33r-4412	latches	-6.91	7.76	18	4.26	0.30	8.26	2	cover	squad-6	0	bot-30	bot-19
42049	bot-19	bravo	T44mm2310	packs	2.08	20.31	247	0.00	0.00	0.66	1	medic	squad-4	0	bot-19	bot-24
42049	bot-29	bravo	A00r-4410	state	-10.40	-8.94	18	0.79	0.05		7	patrol	squad-5	0	bot-29	
42095	bot-29	bravo	A00r-441G	latches	-10.40	-8.95	21	0.43	0.01		0		squad-5	0	bot-29	bot-24
42182	bot-19	bravo	T33m-2310	tier+score+element	2.08	20.33	257	0.09	0.03	0.66	1	medic	squad-4	0	bot-19	bot-24
42182	bot-21	bravo	E33r-2120	tier+score+element+latches	2.23	21.89	201	0.69	0.06		0		squad-4	1	bot-19	bot-24
42182	bot-23	bravo	S33r-3414	tier+score+element	3.00	20.73	202	0.00	0.00		0		squad-4	2	bot-19	bot-26
42182	bot-27	bravo	M33m-3420	tier+score+element	1.55	21.92	199	0.00	0.14		0		squad-4	3	bot-19	bot-24
42225	bot-29	bravo	A00r-4410	latches	-10.40	-8.96	23	0.02	0.01		0		squad-5	0	bot-29	bot-13
42225	bot-30	alpha	C33r-441I	latches	-6.80	6.81	48	4.56	0.96	7.31	2	cover	squad-6	0	bot-30	bot-21
42641	bot-20	alpha	C33m-2320	state	-4.81	8.82	7	1.67	1.24	7.78	2	seek	squad-3	4	bot-13	bot-21
42641	bot-22	alpha	C33r-4310	state+latches	-1.46	9.52	320	0.10	0.39		0		squad-3	2	bot-13	bot-21
42641	bot-24	alpha	C33r-4310	latches	-2.98	9.48	122	1.19	1.33	3.56	2	cover	squad-3	3	bot-13	bot-27
42641	bot-30	alpha	S33r-4410	state+latches	-6.80	6.81	48	4.56	0.00	7.31	2	cover	squad-3	-1	bot-13	bot-21
42691	bot-13	alpha	S00r-2410	tier+score	-2.11	10.19	54	0.56	0.15	5.11	3	seek	squad-3	0	bot-13	bot-21
42691	bot-15	alpha	A00r-4410	state+tier+score+latches	-3.05	10.85	268	5.26	1.64	10.03	7	cover	squad-3	1	bot-13	bot-23
42691	bot-19	bravo	S33m-2310	state	2.08	20.33	248	0.00	0.00	0.66	1	medic	squad-4	0	bot-19	bot-24
42691	bot-20	alpha	C00m-2322	tier+score+latches	-4.82	8.34	33	4.74	0.48	8.79	2	cover	squad-3	5	bot-13	bot-21
42691	bot-21	bravo	H33r-2120	state	2.14	21.81	211	1.67	0.12		0		squad-4	1	bot-19	bot-30
42691	bot-22	alpha	G00r-4312	state+tier+score+latches	-1.46	9.52	320	0.04	0.00		0		squad-3	2	bot-13	bot-21
42691	bot-24	alpha	C00r-4312	tier+score+latches	-2.93	9.42	109	1.58	0.08	3.50	2	cover	squad-3	3	bot-13	bot-27
42691	bot-26	alpha	G00r-4412	tier+score	-6.98	2.06	337	0.31	0.03		0		squad-3	6	bot-13	bot-23
42691	bot-28	alpha	A00m-4320	tier+score	-8.82	21.78	182	0.00	0.02		0		squad-3	7	bot-13	bot-29
42691	bot-30	alpha	S21r-4410	tier+score	-6.68	7.01	24	2.32	0.23	18.71	3	seek	squad-3	4	bot-13	bot-21
42729	bot-15	alpha	A00r-441G	latches	-3.19	10.84	258	5.61	0.13		0		squad-3	1	bot-13	bot-29
42935	bot-28	alpha	F00m-4320	state	-8.81	21.78	183	0.44	0.01		0		squad-3	7	bot-13	bot-29
42935	bot-29	bravo	A00r-4310	health	-10.40	-8.96	23	0.00	0.00		0		squad-5	0	bot-29	bot-13
42977	bot-15	alpha	S00r-4410	state+latches	-3.53	10.81	258	0.04	0.34		0		squad-3	1	bot-13	bot-29
42977	bot-28	alpha	A00m-4320	state	-8.81	21.78	183	0.03	0.00		0		squad-3	7	bot-13	bot-29
43040	bot-19	bravo	S32m-2310	score	1.54	19.72	203	2.14	0.81	7.77	4	seek	squad-4	0	bot-19	bot-24
43040	bot-21	bravo	H32r-2120	score	1.94	21.63	229	0.34	0.27		0		squad-4	1	bot-19	bot-30
43040	bot-23	bravo	S32r-3414	score	3.00	20.73	181	0.00	0.00		0		squad-4	2	bot-19	bot-26
43040	bot-27	bravo	M32m-3420	score	1.36	21.85	199	0.13	0.20		0		squad-4	3	bot-19	bot-24
43076	bot-20	alpha	S00m-2320	state+latches	-4.81	7.48	120	3.20	0.86	7.93	2	cover	squad-3	5	bot-13	bot-21
43076	bot-22	alpha	S00r-4310	state+latches	-1.45	9.55	7	0.00	0.03		0		squad-3	2	bot-13	bot-21
43076	bot-24	alpha	S00r-4310	state+latches	-2.40	9.31	23	2.54	0.54	2.96	3	cover	squad-3	3	bot-13	bot-27
43076	bot-28	alpha	F00m-4320	state	-8.81	21.78	183	0.00	0.00		0		squad-3	7	bot-13	bot-29
43076	bot-29	bravo	E00r-4210	state+health	-10.40	-8.96	23	0.00	0.00		0		squad-5	0	bot-29	bot-13
43126	bot-28	alpha	A00m-4320	state	-8.81	21.78	183	0.00	0.00		0		squad-3	7	bot-13	bot-29
43126	bot-29	bravo	E00r-4219	latches	-10.52	-8.95	23	1.46	0.13	5.03	2	flee	squad-5	0	bot-29	bot-13
43164	bot-23	bravo	S32r-3410	latches	2.98	20.67	196	1.44	0.05	19.48	3	seek	squad-4	2	bot-19	bot-26
43226	bot-19	bravo	S00m-2310	tier+score	1.31	19.41	202	2.15	0.39	7.39	4	seek	squad-4	0	bot-19	bot-24
43226	bot-21	bravo	H00r-2120	tier+score	1.92	21.62	243	0.06	0.02		0		squad-4	1	bot-19	bot-30
43226	bot-23	bravo	S00r-3410	tier+score	2.95	20.59	209	1.40	0.09	19.40	3	seek	squad-4	2	bot-19	bot-26
43226	bot-27	bravo	M00m-3420	tier+score	1.36	21.85	199	0.00	0.00		0		squad-4	3	bot-19	bot-24
43226	bot-28	alpha	F00m-4320	state	-8.81	21.78	183	0.00	0.00		0		squad-3	7	bot-13	bot-29
43226	bot-29	bravo	E00r-4119	health	-10.67	-8.95	24	1.51	0.15	4.88	2	flee	squad-5	0	bot-29	bot-13
43288	bot-28	alpha	A00m-4320	state	-8.81	21.78	183	0.00	0.00		0		squad-3	7	bot-13	bot-29
43353	bot-21	bravo	H00r-2220	health	1.92	21.62	253	0.02	0.00		0		squad-4	1	bot-19	bot-30
43400	bot-28	alpha	F00m-4320	state	-8.81	21.78	184	0.00	0.00		0		squad-3	7	bot-13	bot-29
43400	bot-29	bravo	E10r-4119	tier	-11.23	-8.95	27	3.25	0.56	4.34	2	flee	squad-5	0	bot-29	bot-22
43454	bot-28	alpha	A00m-4320	state	-8.81	21.78	184	0.00	0.00		0		squad-3	7	bot-13	bot-29
43491	bot-30	alpha	S00r-4410	tier+score	-5.87	8.63	24	2.42	1.81	16.90	3	seek	squad-3	4	bot-13	bot-21
43556	bot-28	alpha	F00m-4320	state	-8.77	21.80	185	0.00	0.04		0		squad-3	7	bot-13	bot-29
43556	bot-28	alpha	F00m-3320	ammo	-8.77	21.80	186	0.00	0.00		1	muzzleRecovery	squad-3	7	bot-13	bot-29
43595	bot-28	alpha	P00m-3320	state	-8.77	21.80	186	1.37	0.00		1	muzzleRecovery	squad-3	7	bot-13	bot-29
43670	bot-28	alpha	A00m-3320	state	-8.67	21.89	168	0.00	0.13		0	muzzleRecovery	squad-3	7	bot-13	bot-29
43715	bot-13	alpha	S00r-2410	tick	-2.27	10.36	34	0.09	0.23	5.05	3	seek	squad-3	0	bot-13	bot-21
43715	bot-26	alpha	S00r-4410	state+latches	-6.95	2.05	48	0.00	0.03		0		squad-3	6	bot-13	bot-23
43793	bot-28	alpha	F00m-3320	state	-8.67	21.89	188	0.00	0.00		0		squad-3	7	bot-13	bot-29
43836	bot-28	alpha	A00m-332G	state+latches	-8.67	21.89	188	0.00	0.00		0		squad-3	7	bot-13	bot-29
43879	bot-29	bravo	E10r-411P	latches	-13.64	-8.67	30	5.67	2.43	1.95	2	flee	squad-5	0	bot-29	bot-22
43940	bot-24	alpha	C00r-4310	state	-3.48	11.14	12	2.03	2.13	8.94	4	seek	squad-3	3	bot-13	bot-27
43988	bot-15	alpha	S00r-4410	tick	-3.93	9.13	205	2.06	1.73	21.56	4	seek	squad-3	1	bot-13	bot-29
43988	bot-24	alpha	C00r-4312	latches	-3.40	11.11	24	1.13	0.08	2.50	1	cover	squad-3	3	bot-13	bot-27
44064	bot-28	alpha	S00m-3320	state+latches	-8.67	21.89	188	0.00	0.00		0		squad-3	7	bot-13	bot-29
44112	bot-20	alpha	S00m-2320	tick	-4.64	9.21	5	2.05	1.74	6.87	2	seek	squad-3	5	bot-13	bot-21
44112	bot-22	alpha	S00r-4310	tick	-3.12	10.30	10	2.68	1.83	11.45	3	seek	squad-3	2	bot-13	bot-21
44112	bot-29	bravo	E10r-4119	latches	-14.98	-8.51	30	5.82	1.35	0.73	2	flee	squad-5	0	bot-29	bot-22
44151	bot-27	bravo	T00m-3420	state	1.35	21.84	203	0.00	0.02		0		squad-4	3	bot-19	bot-24
44273	bot-19	bravo	S00m-2310	tick	0.16	17.75	213	2.16	2.02	5.44	4	seek	squad-4	0	bot-19	bot-24
44273	bot-23	bravo	S00r-3410	tick	1.63	19.07	213	2.22	2.02	17.39	3	seek	squad-4	2	bot-19	bot-26
44273	bot-29	bravo	E10r-4110	latches	-15.69	-8.03	30	4.84	0.86		0		squad-5	0	bot-29	bot-22
44321	bot-21	bravo	H00r-2320	health	1.91	21.62	198	0.00	0.00		0		squad-4	1	bot-19	bot-30
44361	bot-24	alpha	A00r-4310	state+latches	-3.17	11.25	23	0.29	0.27	2.42	1	cover	squad-3	3	bot-13	bot-27
44415	bot-27	bravo	T00m-342G	latches	1.35	21.84	200	0.00	0.00		0		squad-4	3	bot-19	bot-24
44458	bot-24	alpha	A00r-431G	latches	-3.29	11.26	23	1.14	0.13		0		squad-3	3	bot-13	bot-27
44499	bot-30	alpha	S00r-4410	tick	-5.21	10.91	16	2.19	2.37	14.56	3	seek	squad-3	4	bot-13	bot-21
44629	bot-21	bravo	S00r-2324	state+latches	1.91	21.62	177	0.00	0.00		0		squad-4	1	bot-19	bot-30
44629	bot-27	bravo	T00m-3420	latches	1.35	21.84	183	0.00	0.00		0		squad-4	3	bot-19	bot-24
44690	bot-24	alpha	S00r-4310	state+latches	-3.30	11.35	23	0.16	0.09		0		squad-3	3	bot-13	bot-27
44730	bot-13	alpha	S00r-2410	tick	-2.11	10.20	62	0.22	0.23	5.10	3	seek	squad-3	0	bot-13	bot-21
44730	bot-19	bravo	C00m-2310	state	-0.29	17.10	213	1.10	0.79	4.69	4	seek	squad-4	0	bot-19	bot-24
44730	bot-26	alpha	S00r-4410	tick	-6.57	4.13	24	2.19	2.11	11.40	3	seek	squad-3	6	bot-13	bot-23
44768	bot-19	bravo	C00m-2312	latches	-0.45	16.86	212	3.92	0.29	5.85	4	cover	squad-4	0	bot-19	bot-22
44768	bot-22	alpha	C00r-4310	state	-3.88	11.48	7	2.46	1.40	10.49	3	seek	squad-3	2	bot-13	bot-21
44812	bot-22	alpha	C00r-4312	latches	-3.71	11.47	28	2.72	0.17	2.97	1	cover	squad-3	2	bot-13	bot-19
44812	bot-29	bravo	H10r-4110	state	-16.01	-7.63	30	0.04	0.51		0		squad-5	0	bot-29	bot-22
44812	bot-29	bravo	H10r-4210	health	-16.01	-7.63	21	0.02	0.00		0		squad-5	0	bot-29	bot-22
44863	bot-20	alpha	C00m-2320	state	-4.50	10.65	21	1.97	1.44	5.43	2	seek	squad-3	5	bot-13	bot-21
44902	bot-20	alpha	C00m-2322	latches	-4.29	10.39	31	3.70	0.33	8.75	2	cover	squad-3	5	bot-13	bot-19
44902	bot-27	bravo	M00m-3420	state	1.31	21.83	165	0.03	0.04		0		squad-4	3	bot-19	bot-24
44971	bot-27	bravo	M00m-342G	latches	1.30	21.37	178	4.02	0.46	0.81	1	medic	squad-4	3	bot-19	bot-22
45022	bot-15	alpha	S00r-4410	tick	-4.06	7.01	194	2.21	2.12	19.59	4	seek	squad-3	1	bot-13	bot-29
45022	bot-24	alpha	E00r-4310	state	-3.21	11.60	24	1.48	0.27	11.48	3	seek	squad-3	3	bot-13	bot-27
45022	bot-27	bravo	T00m-342G	state	1.30	21.37	178	4.02	0.00	0.81	1	medic	squad-4	3	bot-19	bot-22
45063	bot-20	alpha	C00m-232I	latches	-3.81	10.03	38	3.86	0.61	8.42	2	cover	squad-3	5	bot-13	bot-19
45063	bot-24	alpha	E00r-4311	latches	-3.53	11.36	26	5.14	0.40	0.92	1	flee	squad-3	3	bot-13	bot-19
45063	bot-27	bravo	M00m-3420	state+latches	1.30	21.37	165	0.00	0.00	0.81	1	medic	squad-4	3	bot-19	bot-22
45106	bot-26	alpha	C00r-3410	state+ammo	-6.41	4.85	16	2.32	0.74	10.68	3	seek	squad-3	6	bot-13	bot-23
45106	bot-28	alpha	S00m-3320	tick	-7.85	19.83	190	2.46	2.22	29.22	5	seek	squad-3	7	bot-13	bot-29
45147	bot-21	bravo	C00r-2320	state+latches	1.91	21.62	176	0.00	0.00		0		squad-4	1	bot-19	bot-30
45147	bot-26	alpha	C00r-3412	latches	-6.49	4.47	24	4.64	0.39	2.46	1	cover	squad-3	6	bot-13	bot-19
45202	bot-21	bravo	C00r-2322	latches	1.95	21.59	195	0.52	0.04	4.41	2	cover	squad-4	1	bot-19	bot-24
45246	bot-21	bravo	C00r-232I	latches	1.97	21.58	186	0.58	0.03	4.38	2	cover	squad-4	1	bot-19	bot-24
45246	bot-27	bravo	M00m-342G	latches	1.35	21.25	207	0.04	0.13		0		squad-4	3	bot-19	bot-24
45291	bot-20	alpha	S00m-2320	state+latches	-3.49	9.62	84	2.47	0.52	8.28	2	cover	squad-3	5	bot-13	bot-19
45291	bot-23	bravo	S00r-3410	tick	0.26	17.48	212	2.20	2.09	15.31	3	seek	squad-4	2	bot-19	bot-26
45340	bot-19	bravo	C00m-231I	latches	-1.73	15.51	196	1.10	1.86	6.44	4	cover	squad-4	0	bot-19	bot-24
45340	bot-20	alpha	A00m-2320	state	-3.52	9.73	72	2.52	0.11	5.84	1	seek	squad-3	5	bot-13	bot-19
45340	bot-29	bravo	H00r-4210	tier	-16.02	-7.63	38	0.00	0.00		0		squad-5	0	bot-29	bot-22
45412	bot-19	bravo	C00m-2312	latches	-1.82	15.44	195	1.97	0.11	6.47	4	cover	squad-4	0	bot-19	bot-22
45458	bot-21	bravo	C00r-2322	latches	2.05	21.37	136	1.68	0.22	4.20	2	cover	squad-4	1	bot-19	bot-24
45458	bot-27	bravo	M00m-3420	latches	1.88	20.71	153	3.72	0.76	0.75	1	medic	squad-4	3	bot-19	bot-24
45516	bot-13	alpha	A00r-2410	state	-2.09	10.17	31	0.60	0.04	5.11	3	seek	squad-3	0	bot-13	bot-21
45516	bot-19	bravo	A00m-2310	state+latches	-1.87	15.36	195	1.25	0.10	6.53	4	cover	squad-4	0	bot-19	bot-22
45516	bot-27	bravo	T00m-3420	state	1.88	20.71	153	3.72	0.00	0.75	1	medic	squad-4	3	bot-19	bot-24
45516	bot-30	alpha	S00r-4410	tick	-4.28	12.59	25	1.25	1.92	12.64	3	seek	squad-3	4	bot-13	bot-21
45564	bot-19	bravo	C00m-2310	state	-1.87	15.36	194	0.00	0.00		0		squad-4	0	bot-19	bot-22
45564	bot-21	bravo	S00r-2424	state+health+latches	2.13	21.34	123	1.57	0.09	4.12	2	cover	squad-4	1	bot-19	bot-24
45620	bot-19	bravo	C00m-2312	latches	-1.93	15.13	206	2.09	0.24	2.98	6	cover	squad-4	0	bot-19	bot-30
45666	bot-26	alpha	G00r-3412	state	-6.93	2.43	22	4.43	2.09	0.38	1	cover	squad-3	6	bot-13	bot-19
45666	bot-30	alpha	E00r-4410	state	-4.17	12.66	25	1.45	0.14	12.52	3	seek	squad-3	4	bot-13	bot-21
45713	bot-13	alpha	E00r-2410	state	-2.15	10.15	2	0.24	0.06		0		squad-3	0	bot-13	bot-19
45713	bot-26	alpha	A00r-3410	state+latches	-6.98	2.07	31	0.05	0.36		0		squad-3	6	bot-13	bot-19
45713	bot-30	alpha	E00r-4411	latches	-4.51	12.85	48	3.96	0.39	2.28	1	flee	squad-3	4	bot-13	bot-19
45765	bot-13	alpha	E00r-2411	latches	-2.04	9.70	1	4.77	0.45	2.34	1	flee	squad-3	0	bot-13	bot-19
45765	bot-22	alpha	P00r-4310	state+latches	-2.83	10.31	11	3.36	1.46	1.57	1	muzzleRecovery	squad-3	2	bot-13	bot-19
45765	bot-24	alpha	A00r-4310	state+latches	-4.15	10.70	27	0.00	0.91		0		squad-3	3	bot-13	bot-19
45809	bot-13	alpha	E00r-241H	latches	-2.13	9.50	1	4.94	0.22	2.12	1	flee	squad-3	0	bot-13	bot-19
45809	bot-20	alpha	F00m-2320	state	-3.61	9.77	18	0.01	0.11		0		squad-3	5	bot-13	bot-19
45809	bot-21	bravo	S21r-2424	tier+score	2.08	21.30	182	0.20	0.06		0		squad-4	1	bot-19	bot-24
45809	bot-23	bravo	S21r-3410	tier+score	-0.38	16.75	212	2.01	0.97	14.36	3	seek	squad-4	2	bot-19	bot-26
45809	bot-27	bravo	T21m-3420	tier+score	1.89	20.74	161	0.00	0.03	0.73	1	medic	squad-4	3	bot-19	bot-24
45859	bot-13	alpha	E00r-2411	latches	-2.22	9.28	1	4.79	0.24	1.88	1	flee	squad-3	0	bot-13	bot-19
45859	bot-19	bravo	E21m-2220	state+tier+score+health+packs+latches	-2.02	14.70	236	2.84	0.44		0		squad-4	0	bot-19	bot-30
45859	bot-20	alpha	A00m-2320	state	-3.61	9.77	18	0.00	0.00		0		squad-3	5	bot-13	bot-19
45859	bot-24	alpha	C00r-4310	state	-4.15	10.70	28	0.00	0.00		0		squad-3	3	bot-13	bot-19
45901	bot-13	alpha	E00r-241H	latches	-2.23	9.09	1	4.60	0.19	1.70	1	flee	squad-3	0	bot-13	bot-19
45901	bot-19	bravo	E21m-2229	latches	-1.91	14.81	242	1.73	0.16	6.86	2	flee	squad-4	0	bot-19	bot-30
45901	bot-22	alpha	E00r-4310	state	-2.81	10.77	8	0.00	0.46	1.83	0	muzzleRecovery	squad-3	2	bot-13	bot-19
45901	bot-24	alpha	C00r-4312	latches	-4.04	10.70	28	1.17	0.11	2.84	1	cover	squad-3	3	bot-13	bot-19
45960	bot-22	alpha	E00r-4311	latches	-2.77	10.66	13	1.37	0.11	1.16	1	flee	squad-3	2	bot-13	bot-19
45960	bot-29	bravo	H00r-4310	health	-16.08	-7.57	50	0.01	0.09		0		squad-5	0	bot-29	bot-22
