t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate	nav_region	mag	reserve	self_threat	sidearm_mag	sidearm_reserve	role_id
21709828	bot-312	bravo	P00r-4320	tick	-32.52	-33.66	84	2.22	1.76	18.16	5	squad	squad-2	5	bot-261			-	0	1	20	0	6	35	sniper
21709828	bot-596	alpha	P00r-4320	tick	7.67	-48.01	78	2.44	1.85	3.14	1	squad	squad-1	1	bot-52			-	0	28	120	0	7	35	rifleman
21709828	bot-760	alpha	P00r-2320	tick	3.33	-48.04	77	2.40	1.81	5.08	1	squad	squad-1	2	bot-52			-	0	12	120	0	7	35	rifleman
21709828	bot-787	bravo	P00r-3320	tick	-29.30	-42.85	92	1.98	1.44	14.25	3	squad	squad-2	3	bot-261			-	0	18	80	0	20	101	rifleman
21709828	bot-1547	alpha	P00r-4420	tick	-96.17	35.93	173	2.12	1.74	1.72	1	squad	squad-194	2	bot-1530			-	0	30	120	0	20	101	rifleman
21709828	bot-1548	alpha	P00m-4420	tick	-93.17	41.61	272	2.26	1.50	2.83	1	squad	squad-194	5	bot-1530			-	0	20	101	0	7	35	medic
21709828	bot-1549	bravo	U21r-R41G	state+latches	-31.31	8.42	3	1.14	0.00		0		squad-203	0	bot-1549	bot-1554	39.21	y	0	0	24	0	20	101	sniper
21709861	bot-1554	alpha	F00r-4310	state+latches	-29.43	47.40	183	0.00	0.00		0		squad-209	0	bot-1554	bot-1549	39.17	w	0	27	120	0	7	35	rifleman
21709861	bot-1556	alpha	F00m-4420	state	-33.98	45.36	177	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	45.91	y	0	19	101	0	7	35	medic
21709878	bot-1404	bravo	A32r-0320	tier+score	-30.93	3.25	300	0.00	0.00		0		squad-2	4	bot-261	bot-1540	74.82	y	0	0	0	0	0	23	sniper
21709878	bot-1549	bravo	U32r-R410	tier+score+latches	-31.29	8.52	3	1.09	0.11	26.03	3	pursue	squad-203	0	bot-1549	bot-1554	39.14	y	0	0	24	0	20	101	sniper
21709878	bot-1551	bravo	E32r-0210	state+tier+score+health	-31.72	-0.40	357	0.00	0.00		0		squad-203	1	bot-1549	bot-1556	45.91	y	0	0	4	0	30	120	technical
21709878	bot-1554	alpha	A00r-4310	state	-29.43	47.40	183	0.00	0.00		0		squad-209	0	bot-1554	bot-1549	39.14	y	0	26	120	0	7	35	rifleman
21709878	bot-1556	alpha	A00m-4420	state	-33.98	45.36	177	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	45.91	y	0	18	101	0	7	35	medic
21709898	bot-1551	bravo	E32r-0219	latches	-31.75	-0.43	357	1.30	0.04	5.62	2	flee	squad-203	1	bot-1549	bot-1556	45.92	y	0	0	4	0	30	120	technical
21709993	bot-1554	alpha	F00r-4310	state	-29.43	47.40	183	0.00	0.00		0		squad-209	0	bot-1554	bot-1549	39.04	y	0	26	120	0	7	35	rifleman
21710013	bot-1554	alpha	P00r-4310	state	-29.43	47.40	183	1.32	0.00		1	muzzleRecovery	squad-209	0	bot-1554	bot-1549	39.02	y	0	25	120	0	7	35	rifleman
21710013	bot-1556	alpha	F00m-4420	state	-33.98	45.36	177	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.01	y	0	18	101	0	7	35	medic
21710050	bot-426	bravo	P00r-4320	tick	-34.47	-37.05	123	2.41	2.16	22.15	4	squad	squad-2	6	bot-261			-	0	1	2	0	0	22	sniper
21710050	bot-1540	alpha	P00r-4310	tick	-95.36	40.56	218	1.21	1.63	2.10	1	squad	squad-194	4	bot-1530			-	0	1	25	0	6	35	sniper
21710050	bot-1544	bravo	P00r-4420	tick	81.37	31.52	65	2.44	2.05	21.27	2	patrolReentry	squad-205	0	bot-1544			-	0	1	2	0	30	120	technical
21710050	bot-1556	alpha	A00m-4420	state	-33.98	45.36	177	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.03	y	0	17	101	0	7	35	medic
21710089	bot-1404	bravo	A32r-032G	latches	-30.93	3.25	300	0.00	0.00		0		squad-2	4	bot-261	bot-1540	74.75	w	0	0	0	0	0	23	sniper
21710150	bot-1542	alpha	P00r-4310	tick	-96.06	33.00	155	2.46	2.08	2.68	1	squad	squad-194	1	bot-1530			-	0	1	3	0	27	120	technical
21710179	bot-1556	alpha	F00m-4420	state	-33.98	45.36	178	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.19	y	0	17	101	0	7	35	medic
21710211	bot-1404	bravo	A33r-032G	score	-30.93	3.25	300	0.00	0.00		0		squad-2	4	bot-261	bot-1540	74.68	w	0	0	0	0	0	23	sniper
21710211	bot-1549	bravo	U33r-R410	score	-31.27	9.25	2	3.08	0.73	25.38	3	pursue	squad-203	0	bot-1549	bot-1554	38.41	y	0	0	24	0	20	101	sniper
21710211	bot-1551	bravo	E33r-0119	score+health	-32.16	-0.87	358	3.25	0.60	5.02	2	flee	squad-203	1	bot-1549	bot-1556	46.25	y	0	0	4	0	30	120	technical
21710211	bot-1554	alpha	U00r-4310	state	-29.68	47.39	221	0.00	0.25		0	muzzleRecovery	squad-209	0	bot-1554	bot-1549	38.41	y	0	25	120	0	7	35	rifleman
21710211	bot-1556	alpha	A00m-4420	state	-33.98	45.36	178	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.25	y	0	16	101	0	7	35	medic
21710300	bot-52	alpha	P00r-4320	tick	14.93	-47.74	116	1.97	2.05		12	patrol	squad-1	0	bot-52			-	0	1	0	0	30	120	technical
21710300	bot-129	alpha	P00r-4420	tick	-3.81	-46.85	120	2.51	2.29	9.05	1	squad	squad-1	4	bot-52			-	0	1	30	0	20	101	sniper
21710300	bot-261	bravo	P00r-4420	tick	-13.47	-46.14	73	2.56	2.35		16	patrol	squad-2	0	bot-261			-	0	1	1	0	20	101	sniper
21710300	bot-425	alpha	P00r-4320	tick	-10.00	-45.59	80	2.37	2.19	24.31	4	squad	squad-1	6	bot-52			-	0	1	27	0	20	101	sniper
21710300	bot-604	bravo	P00r-4420	tick	-22.49	-43.36	69	1.87	2.14	8.47	2	squad	squad-2	1	bot-261			-	0	1	4	0	30	120	technical
21710300	bot-704	bravo	P00r-4420	tick	-40.62	-40.63	94	2.08	2.22	26.97	4	squad	squad-2	7	bot-261			-	0	1	28	0	7	35	sniper
21710300	bot-860	alpha	P00m-24E0	tick	-12.31	-45.12	105	2.40	2.34	27.24	4	squad	squad-1	7	bot-52			-	0	8	81	0	7	28	medic
21710300	bot-1023	alpha	P00r-4420	tick	0.55	-47.66	79	2.39	2.06	7.10	3	squad	squad-1	3	bot-52			-	0	1	29	0	20	101	sniper
21710300	bot-1308	alpha	P00r-4420	tick	-6.05	-46.47	79	2.43	2.22	8.35	2	squad	squad-1	5	bot-52			-	0	1	29	0	7	35	sniper
21710300	bot-1530	alpha	P00m-23C0	tick	-95.99	27.33	207	2.35	2.09		11	patrol	squad-194	0	bot-1530			-	0	7	69	0	7	35	medic
21710326	bot-1404	bravo	S33r-0320	state+latches	-30.93	3.25	300	0.00	0.00		0		squad-2	4	bot-261	bot-1540	74.64	w	0	0	0	0	0	23	sniper
21710326	bot-1551	bravo	E33r-4119	ammo	-32.38	-1.12	358	2.96	0.33	4.69	2	flee	squad-203	1	bot-1549	bot-1556	46.49	y	0	30	120	0	30	120	technical
21710326	bot-1556	alpha	F00m-4420	state	-33.98	45.36	178	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.49	y	0	16	101	0	7	35	medic
21710326	bot-1556	alpha	F00m-3420	ammo	-33.98	45.36	178	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.54	y	0	15	101	0	7	35	medic
21710384	bot-1404	bravo	S44rm0320	tier+score+element	-30.99	3.32	298	1.18	0.09	76.77	9	seek	squad-2	4	bot-261	bot-1540	74.58	w	0	0	0	0	0	23	sniper
21710384	bot-1545	bravo	P00r-3320	tick	78.04	8.54	24	1.16	0.46	23.02	3	squad	squad-205	1	bot-1544			-	0	19	120	0	20	101	rifleman
21710384	bot-1549	bravo	U34r-R410	score	-31.26	9.73	2	2.68	0.48	23.59	3	pursue	squad-203	0	bot-1549	bot-1554	37.77	y	0	0	24	0	20	101	sniper
21710384	bot-1551	bravo	E34r-4019	score+health	-32.48	-1.23	358	2.84	0.15	4.54	2	flee	squad-203	1	bot-1549	bot-1556	46.54	y	0	30	120	0	30	120	technical
21710384	bot-1556	alpha	A00m-3420	state	-33.98	45.36	178	0.00	0.00		0		squad-209	1	bot-1554	bot-1551	46.54	y	0	15	101	0	7	35	medic
21710482	bot-1556	alpha	F00m-3420	state	-33.98	45.35	178	0.02	0.00		0		squad-209	1	bot-1554	bot-1551	46.81	y	0	15	101	0	7	35	medic
21710482	bot-1556	alpha	P00m-3420	state	-33.98	45.35	178	0.00	0.00		0		squad-209	1	bot-1554		46.81	y	0	14	101	0	7	35	medic
21710482	bot-1551	bravo	D00r--000	state+tier+score+ammo+packs+latches	-32.68	-1.46	358	0.00	0.30	4.24	2	flee	squad-203	1	bot-1549	bot-1556	46.81	y	0	30	120	0	30	120	technical
21710498	bot-1502	alpha	D00r--000	tick	71.44	-39.52	116	0.00	0.00		0		squad-198	-1		bot-1528	16.32	y	0	20	120	0	7	35	rifleman
21710498	bot-1404	bravo	S36r-0320	tier+score+element	-31.09	3.41	298	1.20	0.14	76.64	9	seek	squad-2	4	bot-261	bot-1540	74.34	w	0	0	0	0	0	23	sniper
21710498	bot-1549	bravo	U36r-R410	score	-31.26	10.08	2	3.22	0.35	23.28	3	pursue	squad-203	0	bot-1549	bot-1554	37.01	y	0	0	24	0	20	101	sniper
21710498	bot-1556	alpha	A00m-3420	state	-33.98	45.35	178	0.00	0.00		0		squad-209	1	bot-1554		46.85	y	0	14	101	0	7	35	medic
21710533	bot-1404	bravo	A36r-0320	state	-31.10	3.43	298	1.20	0.02	76.62	9	seek	squad-2	4	bot-261	bot-1540	74.31	w	0	0	0	0	0	23	sniper
21710568	bot-1546	bravo	P00m-3420	tick	77.49	7.37	356	1.73	2.31	25.08	4	squad	squad-205	3	bot-1544			-	0	12	101	0	7	35	medic
21710568	bot-1555	bravo	P00m-4420	tick	69.04	35.77	99	2.40	2.38	16.54	3	squad	squad-205	4	bot-1544			-	0	20	101	0	7	35	medic
21710727	bot-776	bravo	P00r-4420	tick	-16.56	-48.51	112	2.34	2.19	3.02	1	squad	squad-2	2	bot-261			-	0	1	4	0	30	120	technical
21710727	bot-892	bravo	P00m-43E0	tick	-34.77	-48.09	80	2.49	2.34	21.31	3	squad	squad-2	8	bot-261			-	0	16	101	0	7	35	medic
21710727	bot-1552	alpha	P00r-4410	tick	-96.10	36.50	189	2.30	2.26	2.84	1	squad	squad-194	3	bot-1530			-	0	1	4	0	30	120	technical
21710727	bot-1553	bravo	P00r-4410	tick	75.98	34.91	143	2.41	2.04	8.61	1	squad	squad-205	2	bot-1544			-	0	30	120	0	20	101	rifleman
21710823	bot-1556	alpha	F00m-3420	state	-33.97	45.36	175	0.63	0.01		0		squad-209	1	bot-1554	bot-1549	34.53	y	0	14	101	0	7	35	medic
21710859	bot-312	bravo	P00r-4320	tick	-31.39	-34.73	199	2.55	1.55	22.22	5	squad	squad-2	5	bot-261			-	0	1	20	0	6	35	sniper
21710859	bot-596	alpha	P00r-4320	tick	10.08	-47.82	114	2.44	2.42	2.73	1	squad	squad-1	1	bot-52			-	0	28	120	0	7	35	rifleman
21710859	bot-760	alpha	P00r-2320	tick	5.71	-48.09	85	2.42	2.39	4.60	2	squad	squad-1	2	bot-52			-	0	12	120	0	7	35	rifleman
21710859	bot-787	bravo	P00r-3320	tick	-26.89	-43.35	123	2.53	2.46	13.94	3	squad	squad-2	3	bot-261			-	0	18	80	0	20	101	rifleman
21710859	bot-1404	bravo	A37r-0320	score	-31.10	3.43	2	0.00	0.00		0		squad-2	4	bot-261	bot-1554	43.24	y	0	0	0	0	0	23	sniper
21710859	bot-1547	alpha	P00r-4420	tick	-96.04	33.62	155	2.38	2.31	2.59	1	squad	squad-194	2	bot-1530			-	0	30	120	0	20	101	rifleman
21710859	bot-1548	alpha	P00m-4420	tick	-94.77	40.53	232	1.25	1.93	2.60	1	squad	squad-194	5	bot-1530			-	0	20	101	0	7	35	medic
21710859	bot-1549	bravo	U37r-R310	score+health	-31.24	11.23	2	3.81	1.15	10.12	2	pursue	squad-203	0	bot-1549	bot-1554	34.70	y	0	0	24	0	20	101	sniper
21710859	bot-1556	alpha	A00m-3420	state	-33.97	45.36	175	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	34.47	y	0	13	101	0	7	35	medic
21710983	bot-1549	bravo	U00r-R310	tier+score	-31.20	11.68	2	3.93	0.45	9.68	2	pursue	squad-203	0	bot-1549	bot-1554	33.67	y	0	0	24	0	20	101	sniper
21710983	bot-1556	alpha	F00m-3420	state	-33.97	45.36	175	0.01	0.00		0		squad-209	1	bot-1554	bot-1549	33.98	y	0	13	101	0	7	35	medic
21711017	bot-1404	bravo	A38r-0320	score	-31.10	3.43	1	0.00	0.00		0		squad-2	4	bot-261	bot-1554	42.65	y	0	0	0	0	0	23	sniper
21711017	bot-1549	bravo	E00r-R210	state+health	-31.20	11.68	2	3.93	0.00		0		squad-203	0	bot-1549	bot-1554	33.67	y	0	0	24	0	20	101	sniper
21711017	bot-1556	alpha	A00m-3420	state	-33.97	45.36	175	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	33.90	y	0	12	101	0	7	35	medic
21711038	bot-1549	bravo	E38r-R219	tier+score+latches	-31.01	11.46	2	5.16	0.29	6.10	1	flee	squad-203	0	bot-1549	bot-1554	33.53	y	0	0	24	0	20	101	sniper
21711058	bot-426	bravo	P00r-4320	tick	-32.67	-38.45	168	2.40	2.28	21.86	4	squad	squad-2	6	bot-261			-	0	1	2	0	0	22	sniper
21711058	bot-1540	alpha	P00r-4310	tick	-95.63	38.74	176	2.34	1.84	3.27	1	squad	squad-194	4	bot-1530			-	0	1	25	0	6	35	sniper
21711058	bot-1544	bravo	P00r-4420	tick	82.98	33.03	32	2.36	2.21	19.06	2	patrolReentry	squad-205	0	bot-1544			-	0	1	2	0	30	120	technical
21711148	bot-1556	alpha	F00m-3420	state	-33.97	45.36	175	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	34.46	y	0	12	101	0	7	35	medic
21711177	bot-1404	bravo	A39r-0320	score	-31.10	3.43	1	0.00	0.00		0		squad-2	4	bot-261	bot-1554	42.08	y	0	0	0	0	0	23	sniper
21711177	bot-1542	alpha	P00r-4310	tick	-96.01	30.44	179	2.53	2.55	2.25	1	squad	squad-194	1	bot-1530			-	0	1	3	0	27	120	technical
21711177	bot-1549	bravo	E39r-R119	score+health	-30.53	10.92	0	5.29	0.73	5.37	1	flee	squad-203	0	bot-1549	bot-1554	33.58	y	0	0	24	0	20	101	sniper
21711177	bot-1556	alpha	A00m-3420	state	-33.97	45.36	174	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	34.60	y	0	11	101	0	7	35	medic
21711212	bot-1554	alpha	U00r-4310	tick	-30.54	44.22	180	4.10	3.28	20.77	3	pursue	squad-209	0	bot-1554	bot-1549	33.69	y	0	25	120	0	7	35	rifleman
21711294	bot-1556	alpha	F00m-3420	state	-33.97	45.36	174	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	35.20	y	0	11	101	0	7	35	medic
21711294	bot-1556	alpha	F00m-2420	ammo	-33.97	45.36	174	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	35.29	y	0	10	101	0	7	35	medic
21711326	bot-52	alpha	P00r-4320	tick	16.68	-47.89	83	1.72	1.76		12	patrol	squad-1	0	bot-52			-	0	1	0	0	30	120	technical
21711326	bot-129	alpha	P00r-4420	tick	-1.62	-47.18	102	2.04	2.22	7.90	3	squad	squad-1	4	bot-52			-	0	1	30	0	20	101	sniper
21711326	bot-261	bravo	P00r-4420	tick	-11.09	-46.13	82	2.39	2.39		16	patrol	squad-2	0	bot-261			-	0	1	1	0	20	101	sniper
21711326	bot-425	alpha	P00r-4320	tick	-7.68	-45.92	126	2.40	2.34	24.01	4	squad	squad-1	6	bot-52			-	0	1	27	0	20	101	sniper
21711326	bot-604	bravo	P00r-4420	tick	-20.66	-43.43	102	2.10	1.83	8.75	2	squad	squad-2	1	bot-261			-	0	1	4	0	30	120	technical
21711326	bot-704	bravo	P00r-4420	tick	-38.76	-41.38	122	2.03	2.00	28.01	4	squad	squad-2	7	bot-261			-	0	1	28	0	7	35	sniper
21711326	bot-860	alpha	P00m-24E0	tick	-10.04	-45.00	66	2.29	2.27	26.04	5	squad	squad-1	7	bot-52			-	0	8	81	0	7	28	medic
21711326	bot-1023	alpha	P00r-4420	tick	2.88	-47.92	90	2.40	2.35	5.83	3	squad	squad-1	3	bot-52			-	0	1	29	0	20	101	sniper
21711326	bot-1308	alpha	P00r-4420	tick	-3.64	-46.73	123	2.52	2.42	7.96	1	squad	squad-1	5	bot-52			-	0	1	29	0	7	35	sniper
21711326	bot-1530	alpha	P00m-23C0	tick	-96.00	25.44	188	0.00	1.89		0		squad-194	0	bot-1530			-	0	7	69	0	7	35	medic
21711326	bot-1549	bravo	E39r-R019	health	-29.99	10.31	354	5.50	0.82	4.55	1	flee	squad-203	0	bot-1549	bot-1556	35.29	y	0	0	24	0	20	101	sniper
21711326	bot-1556	alpha	A00m-2420	state	-33.97	45.36	174	0.00	0.00		0		squad-209	1	bot-1554	bot-1549	35.29	y	0	10	101	0	7	35	medic
21711399	bot-1545	bravo	P00r-3320	tick	78.29	9.19	0	0.81	0.70	24.02	3	squad	squad-205	1	bot-1544			-	0	19	120	0	20	101	rifleman
21711441	bot-1554	alpha	U00r-431G	latches	-30.68	43.42	178	3.98	0.81	28.54	4	pursue	squad-209	0	bot-1554	bot-1549	33.87	w	0	25	120	0	7	35	rifleman
21711441	bot-1556	alpha	F00m-2420	state	-33.97	45.37	173	0.00	0.01		0		squad-209	1	bot-1554	bot-1549	35.82	y	0	10	101	0	7	35	medic
21711441	bot-1556	alpha	P00m-2420	state	-33.97	45.37	173	0.00	0.00		0		squad-209	1	bot-1554		35.82	y	0	9	101	0	7	35	medic
21711441	bot-1549	bravo	D00r--000	state+tier+score+ammo+packs+latches	-29.64	9.91	353	0.00	0.53	4.03	1	flee	squad-203	0	bot-1549	bot-1556	35.82	y	0	0	24	0	20	101	sniper
21711465	bot-1497	alpha	D00m--0A0	tick	59.44	-35.57	305	0.00	0.00	4.39	0		squad-198	-1		bot-1528	32.86	w	0	10	86	0	7	35	medic
21711465	bot-1554	alpha	S00r-4310	state+latches	-30.68	43.42	178	3.98	0.00		0		squad-209	0	bot-1554		33.87	w	0	25	120	0	7	35	rifleman
21711465	bot-1556	alpha	S00m-2420	state	-33.97	45.37	173	0.00	0.00		0		squad-209	1	bot-1554		35.91	y	0	9	101	0	7	35	medic
21711581	bot-1546	bravo	P00m-3420	tick	77.46	8.35	12	0.26	0.98	25.93	4	squad	squad-205	3	bot-1544			-	0	12	101	0	7	35	medic
21711581	bot-1555	bravo	P00m-4420	tick	71.33	35.81	67	2.40	2.29	15.05	3	squad	squad-205	4	bot-1544			-	0	20	101	0	7	35	medic
21711740	bot-776	bravo	P00r-4420	tick	-14.08	-48.57	78	2.58	2.48	3.58	1	squad	squad-2	2	bot-261			-	0	1	4	0	30	120	technical
21711740	bot-892	bravo	P00m-43E0	tick	-32.35	-48.18	79	2.44	2.42	21.94	3	squad	squad-2	8	bot-261			-	0	16	101	0	7	35	medic
21711740	bot-1552	alpha	P00r-4410	tick	-96.02	34.27	158	2.29	2.23	16.03	3	squad	squad-194	3	bot-1530			-	0	1	4	0	30	120	technical
21711740	bot-1553	bravo	P00r-4410	tick	77.82	33.52	136	2.34	2.31	6.81	1	squad	squad-205	2	bot-1544			-	0	30	120	0	20	101	rifleman
21711877	bot-312	bravo	P00r-4320	tick	-31.26	-37.13	166	2.38	2.40	22.79	5	squad	squad-2	5	bot-261			-	0	1	20	0	6	35	sniper
21711877	bot-596	alpha	P00r-4320	tick	12.31	-47.71	86	2.03	2.24	2.52	1	squad	squad-1	1	bot-52			-	0	28	120	0	7	35	rifleman
21711877	bot-760	alpha	P00r-2320	tick	8.12	-47.92	112	2.44	2.41	4.18	1	squad	squad-1	2	bot-52			-	0	12	120	0	7	35	rifleman
21711877	bot-787	bravo	P00r-3320	tick	-24.42	-43.57	93	2.51	2.48	14.63	2	squad	squad-2	3	bot-261			-	0	18	80	0	20	101	rifleman
21711877	bot-1547	alpha	P00r-4420	tick	-96.01	31.09	188	2.59	2.53	1.02	1	squad	squad-194	2	bot-1530			-	0	30	120	0	20	101	rifleman
21711877	bot-1548	alpha	P00m-4420	tick	-95.27	38.81	192	2.10	1.79	1.80	1	squad	squad-194	5	bot-1530			-	0	20	101	0	7	35	medic
21712065	bot-426	bravo	P00r-4320	tick	-31.40	-40.41	137	2.29	2.33	22.00	4	squad	squad-2	6	bot-261			-	0	1	2	0	0	22	sniper
21712065	bot-1540	alpha	P00r-4310	tick	-95.73	36.42	172	1.92	2.32	2.06	1	squad	squad-194	4	bot-1530			-	0	1	25	0	6	35	sniper
21712065	bot-1544	bravo	P00r-4420	tick	84.66	34.65	34	2.44	2.33	16.73	2	patrolReentry	squad-205	0	bot-1544			-	0	1	2	0	30	120	technical
21712205	bot-1404	bravo	A39r-0320	tick	-31.10	3.43	1	0.00	0.00		0		squad-2	4	bot-261	bot-1554	39.40	y	0	0	0	0	0	23	sniper
21712205	bot-1542	alpha	P00r-4310	tick	-96.00	28.11	205	2.29	2.33	1.34	1	squad	squad-194	1	bot-1530			-	0	1	3	0	27	120	technical
21712331	bot-52	alpha	P00r-4320	tick	18.77	-48.06	81	2.44	2.09		12	patrol	squad-1	0	bot-52			-	0	1	0	0	30	120	technical
21712331	bot-129	alpha	P00r-4420	tick	0.54	-47.53	72	2.40	2.19	7.78	3	squad	squad-1	4	bot-52			-	0	1	30	0	20	101	sniper
