t_ms	bot_id	team	code	changed_slots
38780	bot-27	alpha	C00r-3412	latches
38801	bot-26	bravo	C00r-4412	latches
38822	bot-37	alpha	S00r-4410	state+latches
38850	bot-29	alpha	A00r-4410	state
38872	bot-29	alpha	A00r-441G	latches
38955	bot-40	bravo	A00m-4420	state
38998	bot-40	bravo	F00m-4420	state
39030	bot-37	alpha	C00r-4410	state
39030	bot-40	bravo	A00m-4420	state
39066	bot-37	alpha	C00r-4412	latches
39116	bot-29	alpha	S00r-4410	state+latches
39156	bot-25	alpha	G00r-4212	health
39156	bot-25	alpha	E48rb4210	state+tier+score+element+latches
39156	bot-27	alpha	E48rm3110	state+tier+score+element+health+latches
39156	bot-29	alpha	E48rm4110	state+tier+score+element+health
39156	bot-30	bravo	S21r-4410	tier+score
39156	bot-31	alpha	M48mm4420	state+tier+score+element
39156	bot-32	bravo	S21m-4420	tier+score
39156	bot-33	alpha	S48rm4310	tier+score+element+health
39156	bot-34	bravo	S21r-4410	tier+score
39156	bot-35	alpha	E48rm4210	state+tier+score+element+health
39156	bot-36	bravo	S21r-4410	tier+score
39156	bot-37	alpha	E48rm4010	state+tier+score+element+health+latches
39156	bot-38	bravo	S21r-4410	tier+score
39156	bot-39	alpha	M48mm4420	state+tier+score+element
39156	bot-40	bravo	F21m-4420	state+tier+score
39156	bot-40	bravo	P21m-4420	state
39156	bot-37	alpha	D00r--000	state+tier+score+element+ammo+packs
39193	bot-25	alpha	E49rm4219	score+element+latches
39193	bot-26	bravo	C21r-4412	tier+score
39193	bot-27	alpha	E49rm311P	score+latches
39193	bot-29	alpha	E49rm4119	score+latches
39193	bot-31	alpha	M49mm4420	score
39193	bot-33	alpha	S49rm4310	score
39193	bot-35	alpha	E49rm4219	score+latches
39193	bot-39	alpha	M49mm4420	score
39357	bot-31	alpha	T49mm4420	state
39415	bot-27	alpha	E49rm3119	latches
39473	bot-25	alpha	E49rm4319	health
39774	bot-39	alpha	T49mm4420	state
39994	bot-26	bravo	C21r-0412	ammo
40252	bot-35	alpha	E49rm4319	health
40290	bot-29	alpha	E49rm4219	health
40333	bot-39	alpha	M49mm4420	state
40413	bot-39	alpha	T49mm4420	state
40456	bot-26	bravo	C00r-0412	tier+score
40484	bot-40	bravo	A21m-4420	state
40509	bot-40	bravo	A21m-442G	latches
40533	bot-35	alpha	E49rm4310	latches
40557	bot-26	bravo	C00r-4412	ammo
40557	bot-31	alpha	M49mm4420	state
40605	bot-27	alpha	E49rm3210	health+latches
40629	bot-31	alpha	T49mm4420	state
40671	bot-30	bravo	S00r-4410	tier+score
40671	bot-32	bravo	S00m-4420	tier+score
40671	bot-34	bravo	S00r-4410	tier+score
40671	bot-36	bravo	S00r-4410	tier+score
40671	bot-38	bravo	S00r-4410	tier+score
40671	bot-40	bravo	A00m-442G	tier+score
40710	bot-31	alpha	M49mm4420	state
40735	bot-26	bravo	G00r-4412	state
40735	bot-40	bravo	S00m-4420	state+latches
40735	bot-41	alpha	P00r-0410	initial
40761	bot-41	alpha	P00r-4410	ammo
40844	bot-31	alpha	T49mm4420	state
40889	bot-33	alpha	C49rm4310	state
40919	bot-31	alpha	M49mm4420	state
40919	bot-33	alpha	C49rm4312	latches
40946	bot-29	alpha	E49rm4210	latches
41045	bot-35	alpha	H49rm4310	state
41071	bot-33	alpha	S49rm4310	state+latches
41095	bot-25	alpha	E49rm4310	latches
41119	bot-26	bravo	G00r-0412	ammo
41119	bot-27	alpha	H49rm3210	state
41119	bot-39	alpha	M49mm4420	state
41255	bot-31	alpha	T49mm4420	state
41255	bot-39	alpha	T49mm4420	state
41403	bot-27	alpha	H49rm3310	health
41455	bot-29	alpha	H49rm4210	state
41482	bot-35	alpha	S49rm4310	state
41598	bot-25	alpha	H49rm4310	state
41639	bot-29	alpha	H49rm4310	health
41639	bot-33	alpha	S49rm4320	packs
41694	bot-26	bravo	G00r-4412	ammo
41694	bot-33	alpha	C49rm4320	state
41720	bot-27	alpha	S49rm3314	state+latches
41720	bot-33	alpha	C49rb4322	element+latches
41930	bot-29	alpha	S49rm4314	state+latches
41984	bot-25	alpha	S49rm4310	state
42028	bot-26	bravo	G21r-4412	tier+score
42072	bot-27	alpha	S49rm3414	health
42132	bot-25	alpha	S32r-4310	tier+score+element
42132	bot-26	bravo	G00r-4412	tier+score
42132	bot-27	alpha	S32r-3414	tier+score+element
42132	bot-29	alpha	S32r-4314	tier+score+element
42132	bot-31	alpha	T32m-4420	tier+score+element
42132	bot-33	alpha	C32r-4322	tier+score+element
42132	bot-35	alpha	S32r-4310	tier+score+element
42132	bot-39	alpha	T32m-4420	tier+score+element
42252	bot-26	bravo	G00r-0412	ammo
42291	bot-29	alpha	S32r-4414	health
42291	bot-39	alpha	S32m-4420	state
42334	bot-26	bravo	C00r-0412	state
42359	bot-26	bravo	G00r-0412	state
42383	bot-33	alpha	S32r-4324	state+latches
42616	bot-33	alpha	S32r-4320	latches
42786	bot-27	alpha	S32r-3410	latches
42818	bot-26	bravo	G00r-4412	ammo
42978	bot-31	alpha	S32m-4420	state
43061	bot-33	alpha	E32r-4320	state
43084	bot-30	bravo	C00r-4410	state
43084	bot-33	alpha	E32r-4321	latches
43109	bot-30	bravo	C00r-4412	latches
43167	bot-30	bravo	C00r-441I	latches
43167	bot-33	alpha	E32r-432H	latches
43378	bot-26	bravo	G00r-0412	ammo
43407	bot-30	bravo	C00r-4412	latches
43407	bot-33	alpha	E32r-4321	latches
43471	bot-29	alpha	S32r-4410	latches
43594	bot-25	alpha	C32r-4310	state
43618	bot-25	alpha	C32r-4312	latches
43797	bot-38	bravo	C00r-4410	state
43822	bot-31	alpha	A32m-4420	state
43822	bot-38	bravo	C00r-441I	latches
43846	bot-31	alpha	A32m-442G	latches
43846	bot-38	bravo	G00r-441I	state
43868	bot-33	alpha	C32r-4320	state+latches
43891	bot-33	alpha	C32r-4322	latches
43932	bot-26	bravo	G00r-4412	ammo
43957	bot-26	bravo	C00r-4412	state
43990	bot-26	bravo	G00r-4412	state
44050	bot-38	bravo	G00r-4412	latches
44073	bot-27	alpha	C32r-3410	state
44073	bot-31	alpha	S32m-4420	state+latches
44103	bot-27	alpha	C32r-3412	latches
44172	bot-38	bravo	S00r-4410	state+latches
44206	bot-25	alpha	S32r-4310	state+latches
44395	bot-25	alpha	C32r-4310	state
44420	bot-25	alpha	C32r-4312	latches
44461	bot-27	alpha	S32r-3410	state+latches
44484	bot-26	bravo	G00r-0412	ammo
44606	bot-33	alpha	G32r-4322	state
44659	bot-25	alpha	S32r-4310	state+latches
44659	bot-26	bravo	S00r-0410	state+latches
44687	bot-30	bravo	G00r-4412	state
44880	bot-27	alpha	C32r-3410	state
44906	bot-27	alpha	S32r-3410	state
44950	bot-40	bravo	C00m-4420	state
44975	bot-39	alpha	C32m-4420	state
44975	bot-40	bravo	C00m-4422	latches
45004	bot-39	alpha	C32m-4422	latches
45045	bot-26	bravo	S00r-R410	ammo
45080	bot-26	bravo	C00r-R410	state
45132	bot-26	bravo	S00r-R410	state
45166	bot-29	alpha	C32r-4410	state
45192	bot-29	alpha	C32r-4412	latches
45219	bot-25	alpha	C32r-4310	state
45248	bot-25	alpha	S32r-4310	state
45306	bot-29	alpha	C32r-441I	latches
45362	bot-34	bravo	C00r-4410	state
45362	bot-40	bravo	C00m-442I	latches
45397	bot-34	bravo	C00r-4412	latches
45397	bot-40	bravo	G00m-442I	state
45459	bot-35	alpha	C32r-4310	state
45491	bot-35	alpha	C32r-4312	latches
45491	bot-38	bravo	C00r-4410	state
45519	bot-29	alpha	C32r-4412	latches
45519	bot-38	bravo	C00r-4412	latches
45549	bot-31	alpha	A32m-4420	state
45575	bot-31	alpha	A32m-442G	latches
45615	bot-33	alpha	C32r-4322	state
45615	bot-40	bravo	G00m-4422	latches
45658	bot-32	bravo	C00m-4420	state
45658	bot-33	alpha	G32r-4322	state
45687	bot-32	bravo	C00m-4422	latches
45727	bot-29	alpha	C32r-441I	latches
45760	bot-25	alpha	A32r-4310	state
45799	bot-32	bravo	C00m-442I	latches
45799	bot-36	bravo	C00r-4410	state
45828	bot-31	alpha	S32m-4420	state+latches
45828	bot-36	bravo	C00r-4412	latches
45863	bot-36	bravo	C00r-441I	latches
45863	bot-38	bravo	C00r-441I	latches
45905	bot-26	bravo	C00r-R410	state
45905	bot-29	alpha	C32r-4412	latches
45905	bot-38	bravo	A00r-441G	state+latches
45940	bot-26	bravo	S00r-R410	state
45968	bot-27	alpha	A32r-3410	state
46012	bot-32	bravo	C00m-4422	latches
46071	bot-25	alpha	C32r-4310	state
46098	bot-25	alpha	C32r-4312	latches
46098	bot-31	alpha	A32m-4420	state
46098	bot-34	bravo	C00r-441I	latches
46098	bot-36	bravo	C00r-4412	latches
46098	bot-38	bravo	S00r-4410	state+latches
46098	bot-39	alpha	C32m-442I	latches
46128	bot-34	bravo	C00r-4412	latches
46206	bot-27	alpha	C32r-3410	state
46244	bot-27	alpha	C32r-3412	latches
46280	bot-35	alpha	P32r-4310	state+latches
46309	bot-35	alpha	E32r-4310	state
46341	bot-35	alpha	E32r-4311	latches
46341	bot-39	alpha	C32m-4422	latches
46413	bot-36	bravo	C21r-441I	tier+score+latches
46413	bot-38	bravo	S21r-4410	tier+score
46413	bot-40	bravo	G21m-4422	tier+score
46442	bot-26	bravo	S21r-R410	tier+score
46442	bot-30	bravo	G21r-4412	tier+score
46442	bot-32	bravo	C21m-4422	tier+score
46442	bot-34	bravo	C21r-4312	tier+score+health
46486	bot-27	alpha	P32r-3410	state+latches
46486	bot-33	alpha	E32r-4320	state+latches
46526	bot-25	alpha	P32r-4310	state+latches
46526	bot-33	alpha	E32r-4321	latches
46556	bot-27	alpha	A32r-3410	state
46556	bot-31	alpha	F32m-4420	state
46556	bot-32	bravo	M32m-4420	state+tier+score+latches
46556	bot-34	bravo	E32r-4210	state+tier+score+health+latches
46556	bot-36	bravo	C33r-441I	tier+score
46556	bot-38	bravo	C33r-4410	state+tier+score
46556	bot-40	bravo	G33m-4422	tier+score
46593	bot-26	bravo	S33r-R410	tier+score
46593	bot-29	alpha	A32r-4410	state+latches
46593	bot-30	bravo	G33r-4412	tier+score
46593	bot-31	alpha	A32m-4420	state
46593	bot-32	bravo	M33m-4420	score
46593	bot-34	bravo	E33r-4119	score+health+latches
46593	bot-38	bravo	C33r-4412	latches
46646	bot-25	alpha	A32r-4310	state
46646	bot-27	alpha	F32r-3410	state
46646	bot-27	alpha	F32r-2410	ammo
46646	bot-29	alpha	F32r-4410	state
46646	bot-36	bravo	C33r-4412	latches
46701	bot-27	alpha	A32r-2410	state
46701	bot-29	alpha	A32r-4410	state
46701	bot-31	alpha	F32m-4420	state
46701	bot-32	bravo	M44mm4420	tier+score+element
46701	bot-34	bravo	E44rm4019	tier+score+element+health
46701	bot-36	bravo	C44rb4412	tier+score+element
46701	bot-38	bravo	C44rm4412	tier+score+element
46701	bot-40	bravo	G44mb4422	tier+score+element
46743	bot-26	bravo	C44rmR410	state+tier+score+element
46743	bot-30	bravo	G44rb4412	tier+score+element
46743	bot-31	alpha	A32m-4420	state
46743	bot-39	alpha	G32m-4422	state
46777	bot-26	bravo	C44rbR412	element+latches
46777	bot-29	alpha	F32r-4410	state
46825	bot-27	alpha	F32r-2410	state
46825	bot-27	alpha	P32r-2410	state
46825	bot-34	bravo	D00r--000	state+tier+score+element+ammo+packs+latches
46825	bot-29	alpha	S32r-4410	state
46825	bot-30	bravo	G46rb4412	score
46825	bot-31	alpha	S32m-4420	state
46825	bot-32	bravo	M46mm4420	score
46825	bot-33	alpha	S32r-4320	state+latches
46825	bot-35	alpha	C32r-4310	state+latches
46825	bot-36	bravo	C46rb4412	score
46825	bot-38	bravo	C46rm4412	score
46825	bot-40	bravo	G46mb4422	score
46886	bot-25	alpha	C32r-4310	state
46886	bot-26	bravo	C46rb4412	score+ammo
46886	bot-27	alpha	S32r-2410	state
46886	bot-32	bravo	S46mm4420	state
46886	bot-35	alpha	C32r-4312	latches
46886	bot-36	bravo	C46rm4412	element
46886	bot-38	bravo	C46rb4412	element
46922	bot-25	alpha	C32r-4312	latches
46922	bot-27	alpha	P32r-2410	state
46922	bot-29	alpha	A32r-4410	state
46922	bot-33	alpha	A32r-4320	state
47010	bot-27	alpha	C32r-2410	state
47010	bot-31	alpha	A32m-4420	state
47046	bot-26	bravo	G46rb4412	state
47046	bot-27	alpha	P32r-2410	state
47147	bot-29	alpha	C32r-4410	state
47147	bot-31	alpha	C32m-4420	state
47190	bot-25	alpha	C00r-4312	tier+score
47190	bot-27	alpha	P00r-2410	tier+score
47190	bot-29	alpha	C00r-4412	tier+score+latches
47190	bot-31	alpha	C00m-4422	tier+score+latches
47190	bot-33	alpha	A00r-4320	tier+score
47190	bot-35	alpha	C00r-4312	tier+score
47190	bot-39	alpha	S00m-4420	state+tier+score+latches
47248	bot-33	alpha	E00r-4320	state
47248	bot-38	bravo	E46rb4410	state+latches
47287	bot-32	bravo	C46mm4420	state
47287	bot-33	alpha	E00r-4321	latches
47287	bot-38	bravo	E46rb4411	latches
47321	bot-32	bravo	C46mb4422	element+latches
47405	bot-25	alpha	C00r-431I	latches
47492	bot-31	alpha	C00m-442I	latches
47523	bot-29	alpha	C00r-441I	latches
47523	bot-33	alpha	E00r-432H	latches
47523	bot-36	bravo	C46rm4422	packs
47523	bot-38	bravo	E46rm441H	element+latches
47523	bot-40	bravo	C46mb4422	state
47552	bot-33	alpha	E00r-4321	latches
47597	bot-40	bravo	G46mb4422	state
47635	bot-25	alpha	C00r-4312	latches
47674	bot-25	alpha	S00r-4310	state+latches
47674	bot-33	alpha	E00r-432H	latches
47674	bot-36	bravo	C46rm442I	latches
47738	bot-31	alpha	C00m-4422	latches
47792	bot-29	alpha	C00r-4412	latches
47792	bot-38	bravo	E46rm4411	latches
47835	bot-29	alpha	S00r-4410	state+latches
47921	bot-33	alpha	E00r-4321	latches
47921	bot-36	bravo	C46rm4422	latches
48059	bot-38	bravo	C46rm4410	state+latches
48133	bot-38	bravo	C46rb4412	element+latches
48229	bot-33	alpha	S00r-4320	state+latches
48456	bot-25	alpha	C00r-4310	state
48456	bot-29	alpha	C00r-4410	state
48516	bot-25	alpha	C00r-4312	latches
48516	bot-29	alpha	C00r-4412	latches
48516	bot-33	alpha	C00r-4320	state
48558	bot-33	alpha	C00r-4322	latches
48597	bot-36	bravo	C46rm4420	latches
48642	bot-36	bravo	C46rm4422	latches
48701	bot-39	alpha	A00m-4420	state
48895	bot-40	bravo	C46mb4422	state
48968	bot-25	alpha	A00r-4310	state+latches
48968	bot-31	alpha	A00m-4420	state+latches
48968	bot-33	alpha	A00r-4320	state+latches
49009	bot-36	bravo	E46rm4420	state+latches
49009	bot-38	bravo	G46rb4412	state
49009	bot-40	bravo	G46mb4422	state
49066	bot-29	alpha	E00r-4410	state+latches
49066	bot-36	bravo	E46rm4421	latches
49102	bot-29	alpha	E00r-4411	latches
49142	bot-39	alpha	A10m-4420	tier
49222	bot-31	alpha	C00m-4420	state
49222	bot-36	bravo	E46rb4421	element
49222	bot-38	bravo	G46rm4412	element
49260	bot-26	bravo	G46rm4412	element
49260	bot-30	bravo	G46rm4412	element
49260	bot-31	alpha	C00m-4422	latches
49260	bot-39	alpha	A10m-4320	health
49292	bot-25	alpha	A21r-4310	tier+score
49292	bot-27	alpha	P21r-2410	tier+score
49292	bot-29	alpha	E21r-4411	tier+score
49292	bot-31	alpha	C21m-4422	tier+score
49292	bot-33	alpha	A21r-4320	tier+score
49292	bot-35	alpha	C21r-4312	tier+score
49292	bot-39	alpha	A21m-4320	tier+score
49421	bot-26	bravo	G45rm4412	score
49421	bot-30	bravo	G45rm4412	score
49421	bot-32	bravo	C45mb4422	score
49421	bot-36	bravo	E45rb4421	score
49421	bot-38	bravo	G45rm4412	score
49421	bot-40	bravo	G45mb4422	score
49543	bot-25	alpha	E21r-4310	state
49543	bot-36	bravo	E45rm442H	element+latches
49573	bot-25	alpha	E21r-4311	latches
49573	bot-26	bravo	G33r-4412	tier+score+element
49573	bot-30	bravo	G33r-4412	tier+score+element
49573	bot-32	bravo	C33m-4422	tier+score+element
49573	bot-36	bravo	E33r-442H	tier+score+element
49573	bot-38	bravo	G33r-4412	tier+score+element
49573	bot-40	bravo	G33m-4422	tier+score+element
49713	bot-26	bravo	G32r-4412	score
49713	bot-30	bravo	G32r-4412	score
49713	bot-32	bravo	C32m-4422	score
49713	bot-36	bravo	A32r-442G	state+score+latches
49713	bot-38	bravo	G32r-4412	score
49713	bot-40	bravo	G32m-4422	score
49745	bot-33	alpha	E21r-4320	state
49787	bot-33	alpha	E21r-4321	latches
49787	bot-36	bravo	S32r-4424	state+latches
49834	bot-29	alpha	E21r-4410	latches
49874	bot-29	alpha	E21r-4411	latches
49931	bot-30	bravo	G33r-4412	score
49931	bot-32	bravo	C33m-4322	score+health
49931	bot-36	bravo	S33r-4424	score
49931	bot-38	bravo	G33r-4412	score
49931	bot-40	bravo	G33m-4422	score
49962	bot-26	bravo	G44rb4412	tier+score+element
49962	bot-30	bravo	G44rb4412	tier+score+element
49962	bot-32	bravo	E44mb4220	state+tier+score+element+health+latches
49962	bot-36	bravo	S44rm4424	tier+score+element
49962	bot-38	bravo	G44rb4412	tier+score+element
49962	bot-40	bravo	G44mb4422	tier+score+element
49999	bot-32	bravo	E44mb4229	latches
49999	bot-39	alpha	C21m-4320	state
50033	bot-31	alpha	C21m-4420	latches
50033	bot-36	bravo	S44rm4420	latches
50033	bot-39	alpha	C21m-4322	latches
50069	bot-30	bravo	G45rb4412	score
50069	bot-31	alpha	C21m-4422	latches
50069	bot-32	bravo	E45mb4129	score+health
50069	bot-36	bravo	S45rm4420	score
50069	bot-38	bravo	G45rb4412	score
50069	bot-40	bravo	G45mb4422	score
50121	bot-26	bravo	G45rb4412	score
50175	bot-36	bravo	S46rm4420	score
50175	bot-38	bravo	G46rb4412	score
50175	bot-40	bravo	G46mb4422	score
50214	bot-26	bravo	G46rb4412	score
50214	bot-29	alpha	P21r-4410	state+latches
50214	bot-32	bravo	D00m--000	state+tier+score+element+ammo+health+packs+latches
50214	bot-30	bravo	G48rb4412	score
50214	bot-33	alpha	S21r-4320	state+latches
50214	bot-36	bravo	S48rm4420	score
50214	bot-38	bravo	G48rb4412	score
50214	bot-40	bravo	G48mb4422	score
50253	bot-25	alpha	S21r-4310	state+latches
50253	bot-26	bravo	G48rb4412	score
50253	bot-29	alpha	S21r-4410	state
50344	bot-25	alpha	P21r-4310	state
50344	bot-29	alpha	P21r-4410	state
50474	bot-36	bravo	A48rm4420	state
50503	bot-36	bravo	A48rm442G	latches
50503	bot-40	bravo	C48mb4422	state
50537	bot-35	alpha	G21r-4312	state
50537	bot-40	bravo	G48mb4422	state
50672	bot-38	bravo	C48rb4412	state
50703	bot-30	bravo	C48rb4410	state+latches
50738	bot-30	bravo	C48rb4412	latches
50738	bot-36	bravo	S48rm4420	state+latches
50793	bot-25	alpha	P00r-4310	tier+score
50793	bot-27	alpha	P00r-2410	tier+score
50793	bot-29	alpha	P00r-4410	tier+score
50793	bot-31	alpha	C00m-4422	tier+score
50793	bot-33	alpha	S00r-4320	tier+score
50793	bot-35	alpha	G00r-4312	tier+score
50793	bot-39	alpha	C00m-4322	tier+score
50793	bot-42	bravo	P00r-0410	initial
50829	bot-42	bravo	P00r-4410	ammo
50904	bot-38	bravo	G48rb4412	state
51100	bot-36	bravo	A48rm4420	state
51150	bot-36	bravo	A48rm442G	latches
51240	bot-40	bravo	C48mb4420	state+latches
51279	bot-40	bravo	G48mb4422	state+latches
51367	bot-36	bravo	S48rm4420	state+latches
51587	bot-30	bravo	G48rb4412	state
51660	bot-27	alpha	C00r-2410	state
51660	bot-36	bravo	A48rm4420	state
51697	bot-27	alpha	C00r-2412	latches
51735	bot-27	alpha	C00r-241I	latches
51735	bot-36	bravo	A48rm442G	latches
51735	bot-39	alpha	C00m-432I	latches
51839	bot-38	bravo	C48rb4412	state
51938	bot-39	alpha	C00m-4322	latches
51971	bot-27	alpha	C00r-2412	latches
51971	bot-36	bravo	A48rm4420	latches
51971	bot-39	alpha	C00m-432I	latches
52006	bot-36	bravo	A48rm442G	latches
52006	bot-38	bravo	G48rb4412	state
52175	bot-40	bravo	C48mb4422	state
52211	bot-39	alpha	C00m-4322	latches
52252	bot-36	bravo	S48rm4420	state+latches
52322	bot-36	bravo	C48rm4420	state
52356	bot-35	alpha	S00r-4310	state+latches
52356	bot-36	bravo	C48rm4422	latches
52470	bot-26	bravo	G48rm4412	element
52470	bot-30	bravo	G48rm4412	element
52470	bot-36	bravo	C48rb4422	element
52470	bot-38	bravo	G48rm4412	element
52636	bot-40	bravo	A48mb4420	state+latches
52667	bot-40	bravo	A48mm442G	element+latches
52842	bot-36	bravo	C48rb442I	latches
52880	bot-25	alpha	P00r-4320	packs
52920	bot-40	bravo	S48mm4424	state+latches
52953	bot-26	bravo	G47rm4412	score
52953	bot-30	bravo	G47rm4412	score
52953	bot-36	bravo	C47rb442I	score
52953	bot-38	bravo	G47rm4412	score
52953	bot-40	bravo	S47mm4424	score
52992	bot-26	bravo	G46rm4412	score
52992	bot-30	bravo	G46rm4412	score
52992	bot-36	bravo	C46rb442I	score
52992	bot-38	bravo	G46rm4412	score
52992	bot-40	bravo	S46mm4424	score
53026	bot-27	alpha	G00r-2412	state
53061	bot-26	bravo	C46rm4410	state+latches
53093	bot-26	bravo	C45rm4412	score+latches
53093	bot-30	bravo	G45rm4412	score
53093	bot-36	bravo	C45rb4422	score+latches
53093	bot-38	bravo	G45rm4412	score
53093	bot-40	bravo	S45mm4424	score
53137	bot-40	bravo	S45mm4420	latches
53177	bot-26	bravo	C44rm4412	score
53177	bot-30	bravo	G44rm4412	score
53177	bot-36	bravo	C44rb4422	score
53177	bot-38	bravo	C44rm4412	state+score
53177	bot-40	bravo	S44mm4420	score
53406	bot-38	bravo	G44rm4412	state
53443	bot-26	bravo	S44rm4410	state+latches
